source_addresses,recipient_address,amount_phmn,note
juno13gccl8hlxpkwsp2gc57q3kr9jhr8hz6d2j7ht9; osmo13gccl8hlxpkwsp2gc57q3kr9jhr8hz6d5mwu6t,cosmos13gccl8hlxpkwsp2gc57q3kr9jhr8hz6duqavve,111.441425,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation. Snapshot allocation exceeds 100 PHMN.
juno1z3mkcr2jz424w6m49frgjmy9uhlrx69pukpcy5; bze1z3mkcr2jz424w6m49frgjmy9uhlrx69phqwg3l,cosmos1z3mkcr2jz424w6m49frgjmy9uhlrx69p2yzrrg,107.035625,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation. Snapshot allocation exceeds 100 PHMN.
juno1gdjq7tysn2d3mycfcqd8mrpnkfsd54k9ppurdw,cosmos1gdjq7tysn2d3mycfcqd8mrpnkfsd54k9hnlc2j,106.396328,Snapshot balance exceeds 100 PHMN; destination is the normalized Cosmos address for this source address.
juno16yf94eecl6h44l5w7zp75skh3rg0k4vegd3kr3,cosmos16yf94eecl6h44l5w7zp75skh3rg0k4ve7ljdyd,103.790454,Snapshot balance exceeds 100 PHMN; destination is the normalized Cosmos address for this source address.
juno1ne2r7zplguwnuydk8v5jfm9k7uam356hjk4m3t,cosmos1ne2r7zplguwnuydk8v5jfm9k7uam356hyykqkh,100.000000,
juno1qxrqr8z4dpcns7afgvla3868ekuudjmd29uuzt,cosmos1qxrqr8z4dpcns7afgvla3868ekuudjmduhl89h,97.518104,
juno197q3gxntvj3f9nfcvteth2vtpyueksxmn7l029,cosmos197q3gxntvj3f9nfcvteth2vtpyueksxm9vu5de,90.885733,
juno1gds79v0px9z52sldkuhdhq89yd0e6vft2q5ka3,cosmos1gds79v0px9z52sldkuhdhq89yd0e6vftujhd6d,89.729284,
juno13cxrn8as89yd9nw6y6hegcncw20e7gezpem92d,cosmos13cxrn8as89yd9nw6y6hegcncw20e7gezhtc7d3,89.621192,
juno1frwewwrswegyuxsz800zeaqesq5k678xpxg359; osmo1frwewwrswegyuxsz800zeaqesq5k678xl0c69t,cosmos1frwewwrswegyuxsz800zeaqesq5k678xh5t2ne,88.899636,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1v7j3vgv69rzg26laqfqp64us7mwxjg2s6u8t3t,cosmos1v7j3vgv69rzg26laqfqp64us7mwxjg2svwyskh,88.008001,
juno145ekqndu9q3wrk59ulm7xwfaev4a9dhvqswtte,cosmos145ekqndu9q3wrk59ulm7xwfaev4a9dhvkzdsv9,86.613785,
juno1pls6ps584ymly39fmudhge0q9m4jmdx2aazgea,cosmos1pls6ps584ymly39fmudhge0q9m4jmdx2t0pn7p,84.377040,
juno1t6ncn353j2dmaes34t7p2vgauuvh3xxapatp57,cosmos1t6ncn353j2dmaes34t7p2vgauuvh3xxah0g6nz,81.811894,
osmo1uvu6dw6vwqfm583zz64hqnfsjlslgejy6eyuh6,cosmos1uvu6dw6vwqfm583zz64hqnfsjlslgejyjzhvpg,81.308451,
juno1h5g4xckxxafxswsqzd6fquu47xcaj7f0knv5qv,cosmos1h5g4xckxxafxswsqzd6fquu47xcaj7f0qp008s,81.157143,
juno16sztl5nnquraz538p6knmwpe23hutzw0q4eqz9,cosmos16sztl5nnquraz538p6knmwpe23hutzw0k86m9e,79.484271,
juno1x2qlrdddgzcnzs4cnewfhrarva3uv4hdzzxg2n,cosmos1x2qlrdddgzcnzs4cnewfhrarva3uv4hd5s9nd0,78.784840,
juno1pem4zkefmgzgsqx9f9m8p8dqh76j4tz92lk5ja,cosmos1pem4zkefmgzgsqx9f9m8p8dqh76j4tz9ud404p,78.701479,
juno1jkmp63fey07f5rd2z3y30f307p2nnkfs2vf5ku,cosmos1jkmp63fey07f5rd2z3y30f307p2nnkfsu7203q,77.311340,
juno1edt8hkteh6ctn5v8m70q97x09xvzsrfew5lqvc,cosmos1edt8hkteh6ctn5v8m70q97x09xvzsrfecxumty,76.388487,
juno1xdy56zu8ms4hzauqjexfa237qewr2w265j3xz8,cosmos1xdy56zu8ms4hzauqjexfa237qewr2w26zqja9m,75.991752,
juno1q9cxkggmm93lfqp9a0uxr03wmt24tfth0pjd4n,cosmos1q9cxkggmm93lfqp9a0uxr03wmt24tfthen3kj0,75.048280,
juno1wc4dlgqw2p9xqwk7lx84puurqewru2ex5jxdj6,cosmos1wc4dlgqw2p9xqwk7lx84puurqewru2exzq9k4x,75.002555,
juno1gct0wnld98qwgwqh9v2ysx2esj8l0d3jpppd6c,cosmos1gct0wnld98qwgwqh9v2ysx2esj8l0d3jhnzkay,74.758306,
juno1pm9320azsu26d094p4uj4rkcarraxwrxwg5gp7,cosmos1pm9320azsu26d094p4uj4rkcarraxwrxc6hnxz,74.636907,
juno142jaqjmxjqaefqhc6smln3ag0xu9k93v04uqe5,cosmos142jaqjmxjqaefqhc6smln3ag0xu9k93ve8lm7g,74.479836,
juno17a2w9wgx3p76w4y5uj6pkt34l9z30cmvxhhl2h,cosmos17a2w9wgx3p76w4y5uj6pkt34l9z30cmvs95ydt,73.677270,
juno1d8754xqa9245pctlfcyv8eah468neqznyucvks,cosmos1d8754xqa9245pctlfcyv8eah468neqznjwmh3v,73.000000,
osmo1fv8af0ggq4fcr9flp0mau6350au22rj95jsxs8,cosmos1fv8af0ggq4fcr9flp0mau6350au22rj9ufrkx4,72.672097,
juno1jy3mqclrr08n3hd0z07xf9mj43g56nft30ww24,cosmos1jy3mqclrr08n3hd0z07xf9mj43g56nft8ad4df,72.452495,
juno1a9h9wjwpaxhuu9exfjfrky6rwzhtungd4c0vfu,cosmos1a9h9wjwpaxhuu9exfjfrky6rwzhtungdr2vhwq,71.176043,
juno1e8yhhl8amglg25w3kkekm84fzn2yppyu6fahf5,cosmos1e8yhhl8amglg25w3kkekm84fzn2yppyuvm7vwg,70.198396,
juno10vp3rh6j5gu4xngngzc6lyr5m36ge8x4quqc2n,cosmos10vp3rh6j5gu4xngngzc6lyr5m36ge8x4kwrrd0,69.043558,
juno1n80uafaqnqnju4j3la4vmdq5dy4fw9nydsgutg,cosmos1n80uafaqnqnju4j3la4vmdq5dy4fw9nymzt8v5,68.977444,
juno1srermcnlupul0qhn6aqntfplu084rjvv6qvtq5,cosmos1srermcnlupul0qhn6aqntfplu084rjvvvj0s8g,68.930260,
juno1y8k4qfujz925zvmlvn7cf5rzc8h5nm4s3hftsf,cosmos1y8k4qfujz925zvmlvn7cf5rzc8h5nm4s892sh4,68.541100,
juno1a6p46t9pd6f282gqe6edluyp7754y92rlgr8a4,cosmos1a6p46t9pd6f282gqe6edluyp7754y92rf6qu6f,68.041468,
juno1qjzzu0pd9c47k6kvl8f3mfj0he67xwkf3vv4dw,cosmos1qjzzu0pd9c47k6kvl8f3mfj0he67xwkf870w2j,66.628727,
juno1c9gslmcxapu928h2v44mqzp5pujnun4qncx5gj,cosmos1c9gslmcxapu928h2v44mqzp5pujnun4q92900w,66.619694,
juno1m9fsuhaf4kq2dc7ymtgrusly5nyl4wjr9pjn7p,cosmos1m9fsuhaf4kq2dc7ymtgrusly5nyl4wjrnn3gea,63.362924,
juno1k8kgxu7y33t7ygmw0pnp6kz8r4lmmjwxnl05xw,cosmos1k8kgxu7y33t7ygmw0pnp6kz8r4lmmjwx9dv0pj,62.991986,
juno1a3858f250ve4t6rp9ef2svpr7sj20aaxkdhx4j,cosmos1a3858f250ve4t6rp9ef2svpr7sj20aaxql5ajw,61.818180,
juno15c2gczs463mzzj3reaku0t7lzc6p7d705u94z9,cosmos15c2gczs463mzzj3reaku0t7lzc6p7d70zwxw9e,61.394885,
juno1ceyprzn4y8n4lmm5zs3m9pgeejfmt72g9llvfu,cosmos1ceyprzn4y8n4lmm5zs3m9pgeejfmt72gnduhwq,61.097249,
osmo1uplgauten46exm5693dflggdvvg9rpdat0u49a,cosmos1uplgauten46exm5693dflggdvvg9rpdar509n0,60.064797,
juno1s48ea2c9wz46rslma5dfj9ttrsq6wkyj2ppzmt,cosmos1s48ea2c9wz46rslma5dfj9ttrsq6wkyjunzeuh,58.748667,
juno15zrts272qv7y45wyhn58tft3cj4qupnpm2m3wk,cosmos15zrts272qv7y45wyhn58tft3cj4qupnpdcc2f2,58.496884,
juno1znlc2n9lj76cz32vlg8e2gv00mc8p2tpjtrynj,cosmos1znlc2n9lj76cz32vlg8e2gv00mc8p2tpyeql5w,56.649358,
juno1pwlhgwuwzzrp66sl6g52w620w5akdyqyfrd3qr,cosmos1pwlhgwuwzzrp66sl6g52w620w5akdyqyl3w28l,55.689605,
osmo18xt39w2lw7q0u39z26hj0z6ft3k3cg3vufkdp0; juno18xt39w2lw7q0u39z26hj0z6ft3k3cg3vzqxxsp,cosmos18xt39w2lw7q0u39z26hj0z6ft3k3cg3v5j9aha,55.264420,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1mrlnf0x72g6wsuyjunp2t7jmrf88qwsw25pcgh,cosmos1mrlnf0x72g6wsuyjunp2t7jmrf88qwswuxzr0t,55.110205,
juno150pycew3s0kk08ftv8k2wyvwd765affk76skk0,cosmos150pycew3s0kk08ftv8k2wyvwd765affkggnd3n,55.010318,
juno1zh5948hgzfahrtxs2em52l3vf8xufjagmlax0u; osmo1zh5948hgzfahrtxs2em52l3vf8xufjag9kdd7j,cosmos1zh5948hgzfahrtxs2em52l3vf8xufjagdd7agq,54.382384,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1s5nyuaf52zec5egjwxe7522xhxegjket0za0qw,cosmos1s5nyuaf52zec5egjwxe7522xhxegjketes758j,53.732219,
juno1yng27xvqv0z7uszrzvcfkggdpnxgartquj2sad,cosmos1yng27xvqv0z7uszrzvcfkggdpnxgartq2qft63,52.865174,
juno1g4ve6uxpcccechgjwuyhalhj3qd44zsfy7fysy,cosmos1g4ve6uxpcccechgjwuyhalhj3qd44zsfjv2lhc,52.456462,
juno17tgkek7teeh5neccj092v89z35a0xemsum5sy4,cosmos17tgkek7teeh5neccj092v89z35a0xems2fhtrf,51.961990,
osmo12tdulmvjmsmpaqrpshz0emu0h9sqz5x5vltjjv; juno12tdulmvjmsmpaqrpshz0emu0h9sqz5x5jkmerz,cosmos12tdulmvjmsmpaqrpshz0emu0h9sqz5x5yyczy7,51.526866,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1pg3uzk7v0ddhxen8gze5hq0z89far4hthj5avt,cosmos1pg3uzk7v0ddhxen8gze5hq0z89far4htpqhxth,51.272390,
juno1wm48qr3d6qyx2ngzmju9tw9wqxeyv2ep0cmfxj,cosmos1wm48qr3d6qyx2ngzmju9tw9wqxeyv2epe2cjpw,51.160637,
juno19qcdy8frqke6a3c3gscuwrpktujg3udej2u6jw,cosmos19qcdy8frqke6a3c3gscuwrpktujg3udeyclp4j,50.362106,
juno1mn8q62zn97zekxa9j4dgax6j7l6jcxvsawg8a6,cosmos1mn8q62zn97zekxa9j4dgax6j7l6jcxvstutu6x,50.054797,
juno1200jpac2can55gksd0njva4qujjktc03264pys,cosmos1200jpac2can55gksd0njva4qujjktc03ugk6rv,50.000000,
juno1h0znr3mah0r6addl6yuww3vls049ee07m8rszg,cosmos1h0znr3mah0r6addl6yuww3vls049ee07d4qt95,49.940000,
juno1nnlvg9fcs7lfsfxgeaf69hg604nxag0as0w0p7,cosmos1nnlvg9fcs7lfsfxgeaf69hg604nxag0axad5xz,49.526663,
juno18wycp23y69ky0rla4p75muzhejn0cd76nf8w9t,cosmos18wycp23y69ky0rla4p75muzhejn0cd769my4zh,48.548597,
juno1scekz7ucky8dl80m4phdj9c00r9wl75q4p9nvq,cosmos1scekz7ucky8dl80m4phdj9c00r9wl75qrnxgtu,48.374227,
juno146uhkm9ectfsr26pnjuzxttca7ths760d6sudm,cosmos146uhkm9ectfsr26pnjuzxttca7ths760mgn828,47.948506,
juno14vu2urlnu3v09u8pxztund2mt0sm8dkf97vfgn,cosmos14vu2urlnu3v09u8pxztund2mt0sm8dkfnv0j00,47.901011,
juno1nc3jh70fhzpxp8he6pqtdzg42l54dja2zus9cg,cosmos1nc3jh70fhzpxp8he6pqtdzg42l54dja25wn7l5,47.848279,
juno1sr6we26zudse5670frh4m92yf7r0quzedz9vtv,cosmos1sr6we26zudse5670frh4m92yf7r0quzemsxhvs,46.506802,
juno1k7v7v0fjf244p6sll8ck9zh7d3l3w4qte0jfwe,cosmos1k7v7v0fjf244p6sll8ck9zh7d3l3w4qt0a3jf9,46.150942,
juno1034gpkf540sy3fm6pvh34p3p3jy3w426uynuch,cosmos1034gpkf540sy3fm6pvh34p3p3jy3w4262ks8lt,46.142180,
juno1x6lk0x27572prmys8xfyxqmj4vv95nargmp2e8,cosmos1x6lk0x27572prmys8xfyxqmj4vv95nar7fz37m,46.095586,
juno1865k2hvqrq2gywj2mu9ftugnrevyd293wrlpmd,cosmos1865k2hvqrq2gywj2mu9ftugnrevyd293c3u6u3,45.821809,
juno1vxzxvsy69zgg4cp68kkw8urarmgsnlgtn586uj,cosmos1vxzxvsy69zgg4cp68kkw8urarmgsnlgt9xypmw,44.064166,
juno1va94st8kd076xxmn07apswntepsw8hvvmr36hw,cosmos1va94st8kd076xxmn07apswntepsw8hvvd3jpsj,43.526837,
juno16e8jwm9jvjwcjk75mkfwa8t0l2pmmquu474nv4,cosmos16e8jwm9jvjwcjk75mkfwa8t0l2pmmquurvkgtf,42.437678,
juno1cnvy2ezusqxm07x92hevtqlfnayr7yh3c2jk6y,cosmos1cnvy2ezusqxm07x92hevtqlfnayr7yh3wc3dac,42.024814,
juno189qnyrn5kcxrv3akwk02wz6dzd6myvdtlpvhl6,cosmos189qnyrn5kcxrv3akwk02wz6dzd6myvdtfn0vcx,41.478214,
juno1ry6y7upwhj8cjmsfrqw8g5xs0lyej926plyvh4,cosmos1ry6y7upwhj8cjmsfrqw8g5xs0lyej926hd8hsf,40.552947,
juno14fgccflu8nxrd5ng563rm2qyqscl85kx0zgf3k,cosmos14fgccflu8nxrd5ng563rm2qyqscl85kxestjk2,40.198329,
juno1qe0mlgcumms5qsvervcpsvwgltc8vl4rlszhp0,cosmos1qe0mlgcumms5qsvervcpsvwgltc8vl4rfzpvxn,39.961686,
juno1n9e8kw63uwdkn5hlrumjxsmlnssqn97z8h22jt,cosmos1n9e8kw63uwdkn5hlrumjxsmlnssqn97z39f34h,39.452328,
juno1aupne9nxl2yshj2wjxllkf5dkph3zqmmrsczfc,cosmos1aupne9nxl2yshj2wjxllkf5dkph3zqmm4zmewy,39.089948,
juno1fhh9p8cs6lej5wsjrk2066ep58xt73ksu5an3g,cosmos1fhh9p8cs6lej5wsjrk2066ep58xt73ks2x7gk5,38.075366,
juno1hv4rlv94dwwsj3z7l6muye6ndmup0htaq598q0,cosmos1hv4rlv94dwwsj3z7l6muye6ndmup0htakxxu8n,37.850543,
juno1cxa83mt3agu0lx69rew0jzr0ezg0a2rdplmwxy,cosmos1cxa83mt3agu0lx69rew0jzr0ezg0a2rdhdc4pc,37.828673,
juno15atynfjgwjtaawruz20y5c03jxz0pdnc3ka6h0,cosmos15atynfjgwjtaawruz20y5c03jxz0pdnc8y7psn,36.666078,
juno150j9auccvjdsquttx0qhawvux2m67fcxc8xvre,cosmos150j9auccvjdsquttx0qhawvux2m67fcxw49hy9,36.640249,
juno17jv00cm4f3twr548jzayu57g9txvd4zdh54mdg9qpjs7samlphjsykylsq,cosmos17jv00cm4f3twr548jzayu57g9txvd4zdh54mdg9qpjs7samlphjs8nrv8y,36.579358,
juno13nzzsqenw5r98x7lpwxy2f5l5mq2gncg8ze9s3,cosmos13nzzsqenw5r98x7lpwxy2f5l5mq2gncg3s67hd,36.495111,
juno1psdm7lrc29hlzj5axv5tlrt8huj8lmghkhsjce; osmo1psdm7lrc29hlzj5axv5tlrt8huj8lmghg7qefh,cosmos1psdm7lrc29hlzj5axv5tlrt8huj8lmghq9nfl9,36.431346,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1hnepcy09ppj2nxf0c08zqnlgntum550z33v79z,cosmos1hnepcy09ppj2nxf0c08zqnlgntum550z8r09z7,36.291786,
juno1ep2umj6kn34g2ttjalsc5r9w8pt7sv4xnsvmdx,cosmos1ep2umj6kn34g2ttjalsc5r9w8pt7sv4x9z0q26,35.839752,
juno17qlu8hdugha3chmc8fygjpdrrxxnqz68d0q9ns,cosmos17qlu8hdugha3chmc8fygjpdrrxxnqz68mar75v,35.683409,
juno1z36h3xz2p45ac7cjqnqaghdpsaqwq4dy02j5g7,cosmos1z36h3xz2p45ac7cjqnqaghdpsaqwq4dyec300z,35.587694,
juno1l5fl0x0mz0euezyyww846ufs4znlw9cy5ch9sx,cosmos1l5fl0x0mz0euezyyww846ufs4znlw9cyz257h6,35.511779,
juno1m4k3ayuw6da89a3s5zjgezccu4adwdmxxrqehg,cosmos1m4k3ayuw6da89a3s5zjgezccu4adwdmxs3rzs5,34.910137,
juno1zpanw06mznyasr2dl5m4p4t9at87n977etc8f6,cosmos1zpanw06mznyasr2dl5m4p4t9at87n9770emuwx,34.424269,
juno1ngv8kd8yrt3mywv2lgh4l220mdlfwv00de4a8l,cosmos1ngv8kd8yrt3mywv2lgh4l220mdlfwv00mtkxqr,33.602889,
juno1edtvs0dyx7cxgvq05gdjyrrztzcf990gu7eu8k,cosmos1edtvs0dyx7cxgvq05gdjyrrztzcf990g2v68q2,33.232513,
juno1zdmzdxnzhcfa04zw5hc79kkn37m5445vvzcfnp,cosmos1zdmzdxnzhcfa04zw5hc79kkn37m5445v6smj5a,33.141694,
juno1sy2gexpsnnjh787dz4ay5wh6rumyfywra5j37v,cosmos1sy2gexpsnnjh787dz4ay5wh6rumyfywrtx32es,33.013046,
osmo1x8hsndlmwzy68gu7h5646yw73l9wjhlfck6fq8; juno1x8hsndlmwzy68gu7h5646yw73l9wjhlfxl2z3f,cosmos1x8hsndlmwzy68gu7h5646yw73l9wjhlfsdfek4,32.946516,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
osmo13c03ezdgaqatrge84phasn9hgz6q0gq22dh99m; juno13c03ezdgaqatrge84phasn9hgz6q0gq25y8w54,cosmos13c03ezdgaqatrge84phasn9hgz6q0gq2zky4nf,32.908685,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1xuwl7x8htyl26t7pe3l0x6auj3j9jwd25ywx2e,cosmos1xuwl7x8htyl26t7pe3l0x6auj3j9jwd2zkdad9,32.708026,
juno1x755asu299qwzp9z3f2r6886ceut99hj4t8qqu,cosmos1x755asu299qwzp9z3f2r6886ceut99hjreym8q,32.700065,
juno1r2nujddqfxvw3nuvdfgsnskxgrdhpfz7z0s8pc,cosmos1r2nujddqfxvw3nuvdfgsnskxgrdhpfz75anuxy,32.607041,
juno1ujc2kt26d3a0x7v92e5acfu952j228f2arumc0,cosmos1ujc2kt26d3a0x7v92e5acfu952j228f2t3lqln,32.446072,
juno18f6kvektk46zw38jv7tn60y6zad26h036py2c9,cosmos18f6kvektk46zw38jv7tn60y6zad26h03vn83le,32.352058,
juno1w09nmhpeg3dxp649vdydn6rtrekx3k9ud9rhau,cosmos1w09nmhpeg3dxp649vdydn6rtrekx3k9umhqv6q,32.118027,
juno169m5zgfxnquukj2cgrkgxq4gsuw9ee7pjez4g9g4mkvafzkums6q5632mp,cosmos169m5zgfxnquukj2cgrkgxq4gsuw9ee7pjez4g9g4mkvafzkums6qhlkev9,32.000000,
juno153waxkf8z5k9jck0uy343gwrgwufu6z0j6jlfx,cosmos153waxkf8z5k9jck0uy343gwrgwufu6z0yg3yw6,31.970404,
juno1yxp82qlay8768867clrg64kje9dyv4y649fh9y; osmo1yxp82qlay8768867clrg64kje9dyv4y6tveu52,cosmos1yxp82qlay8768867clrg64kje9dyv4y6rh2vzc,31.733613,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1at2aa07247avq2xuzeeswje5pxswr8a533f4hv,cosmos1at2aa07247avq2xuzeeswje5pxswr8a58r2wss,31.159194,
juno1p88fcxkmnwq4mfrlxgpr89na345csasuzr8v23,cosmos1p88fcxkmnwq4mfrlxgpr89na345csasu53yhdd,30.374602,
juno1v5r6e5rzn4crc2nj0erfr23tfm6wyh336yhwkw,cosmos1v5r6e5rzn4crc2nj0erfr23tfm6wyh33vk543j,30.253269,
juno1g95c7l8wdzs73v6pkzhv9ydefmucl9qkyaltzh,cosmos1g95c7l8wdzs73v6pkzhv9ydefmucl9qkj0us9t,30.146021,
juno1r5dv24amcyvdxfcjjrw7m5ts324cavyuhm07ey; osmo1r5dv24amcyvdxfcjjrw7m5ts324cavyufjl4g2,cosmos1r5dv24amcyvdxfcjjrw7m5ts324cavyupfv97c,30.073832,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1ddvn525qnecu7mnjh8fyce6vj3lvefhm2n8esr,cosmos1ddvn525qnecu7mnjh8fyce6vj3lvefhmupyzhl,30.060575,
juno10jke06yz08nzkqj5vhk97yuhktjdmvk8jje4lq,cosmos10jke06yz08nzkqj5vhk97yuhktjdmvk8yq6wcu,30.045881,
osmo10vwfuv83he5pumzwajrfspar8yydclskrggwn2,cosmos10vwfuv83he5pumzwajrfspar8yydclsktnm79c,30.000001,
juno1fc0l9g9p5cjpmmuyjds6x8z7tnayrzzl2u8jd3,cosmos1fc0l9g9p5cjpmmuyjds6x8z7tnayrzzluwyf2d,30.000000,
juno1ap0wsf2nyfkhht0ymqv6rmsm0ylj7vqh6v3h4m,cosmos1ap0wsf2nyfkhht0ymqv6rmsm0ylj7vqhv7jvj8,29.736505,
juno1qur9grvh29plr6pcyzl8rav7j95xghtlzmkrnj,cosmos1qur9grvh29plr6pcyzl8rav7j95xghtl5f4c5w,29.577307,
juno12kutlq6v8tt8dlzqe79ujjtz9pfuunugk2w588,cosmos12kutlq6v8tt8dlzqe79ujjtz9pfuunugqcd0qm,29.574663,
juno1ckdy0jxek92rq4r9n54qcgdslhcc7pdy6x6jfa,cosmos1ckdy0jxek92rq4r9n54qcgdslhcc7pdyv5efwp,29.282520,
juno13j9mv3npanz5syqv7efaa4umdq6e7e8tz4x85f,cosmos13j9mv3npanz5syqv7efaa4umdq6e7e8t589un4,28.525499,
juno1y6cz0xswtgxg63ym4umjp95205cwrrhut6zfvm,cosmos1y6cz0xswtgxg63ym4umjp95205cwrrhuagpjt8,28.436528,
juno1j5cephkjpxqt4dekw0pa0ly6y6pqv8wcrs0u86,cosmos1j5cephkjpxqt4dekw0pa0ly6y6pqv8wc4zv8qx,28.221131,
juno13wanwq55svzk9pqj45q75l3ft2gprzce22cayt,cosmos13wanwq55svzk9pqj45q75l3ft2gprzceucmxrh,28.039284,
juno17gq57ef88jdhf529uel4zxrd0z30nae20mdvl3,cosmos17gq57ef88jdhf529uel4zxrd0z30nae2efwhcd,27.322109,
juno1dguv6qnme6p4c2h36dtv2l6d44nv2dcl2xjhg8,cosmos1dguv6qnme6p4c2h36dtv2l6d44nv2dclu53v0m,27.231464,
juno1hfygllaur5879xnt4qgq2653n0y9g5vq6cgu69,cosmos1hfygllaur5879xnt4qgq2653n0y9g5vqv2t8ae,27.133141,
juno1tavf9pe3fl94hpl37u08mwt6p5l3fn4wlwrmxa,cosmos1tavf9pe3fl94hpl37u08mwt6p5l3fn4wfuqqpp,27.033135,
juno1l7jdfh5ze7dzzyextvvk445dr9wy43qsne96vz,cosmos1l7jdfh5ze7dzzyextvvk445dr9wy43qs9txpt7,26.933670,
juno1t4ajsf03xxaluraclwlw3qly55r2fpcgk2907t,cosmos1t4ajsf03xxaluraclwlw3qly55r2fpcgqcx5eh,26.626186,
juno1e7hz3e84mj82r2hae3pl28x22dw4h6pz5f0sea,cosmos1e7hz3e84mj82r2hae3pl28x22dw4h6pzzmvt7p,26.624793,
juno1w2qhd68h0ffkpp3xa6d2ejdv643vqtd64uw98j,cosmos1w2qhd68h0ffkpp3xa6d2ejdv643vqtd6rwd7qw,26.597371,
juno1s0mszymkksjnqfetwrf4rsp4q9f9lahpawxft8,cosmos1s0mszymkksjnqfetwrf4rsp4q9f9lahptu9jvm,26.526903,
juno142newpf7vvr7a036w4sadat46dzpdqxwluua87,cosmos142newpf7vvr7a036w4sadat46dzpdqxwfwlxqz,26.383627,
juno15hfd67x8rvukvdraqsskxsrza7fu22rc05ulk8,cosmos15hfd67x8rvukvdraqsskxsrza7fu22rcexly3m,26.381881,
juno1z2h8qstwqt2jpljuw6ma0yz6qhce6fe4e7g2vx,cosmos1z2h8qstwqt2jpljuw6ma0yz6qhce6fe40vt3t6,26.308230,
juno1xk9mamwfjfat25ks2un5nd3nvgz2fanpxy96t6,cosmos1xk9mamwfjfat25ks2un5nd3nvgz2fanpskxpvx,25.839949,
juno1k6sp0y0nv9pm538ewdah8tl2h9gc03c2j8rp4u; osmo1k6sp0y0nv9pm538ewdah8tl2h9gc03c2vwn2yj,cosmos1k6sp0y0nv9pm538ewdah8tl2h9gc03c2y4q6jq,25.806200,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno15e2dsacn7d6gky4gxsrudugsunwvwak58hdarh,cosmos15e2dsacn7d6gky4gxsrudugsunwvwak539wxyt,25.637450,
juno1je0qqgy7nfqu8f6wvh8s6nyx59m84cfq98sdak; osmo1je0qqgy7nfqu8f6wvh8s6nyx59m84cfqmwqxvc,cosmos1je0qqgy7nfqu8f6wvh8s6nyx59m84cfqn4nk62,25.593418,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1azl8d4w3vmxe4pv80xw2fwyphzr23kqzlrx455,cosmos1azl8d4w3vmxe4pv80xw2fwyphzr23kqzf39wng,25.559222,
juno1h5kqk49qply5mzr9lh0er377k0rtxdpsufyzx3,cosmos1h5kqk49qply5mzr9lh0er377k0rtxdps2m8epd,25.500000,
juno1x4sp6agr8dj2s3c3pnh3zwwqysgheprt6tvjla; osmo1x4sp6agr8dj2s3c3pnh3zwwqysgheprtyzuewn,cosmos1x4sp6agr8dj2s3c3pnh3zwwqysgheprtve0fcp,25.389794,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1tz4qk2a9lasnah6av5wj6s9nfz2ydhrlsq0pnp,cosmos1tz4qk2a9lasnah6av5wj6s9nfz2ydhrlxjv65a,25.255403,
juno1h3y79w8mnpameeem9kxr8lfv7gp0cm6gjdd6he,cosmos1h3y79w8mnpameeem9kxr8lfv7gp0cm6gylwps9,25.246346,
juno1jgnkjne6yf9u92e0al7qff2w2fpajxl6fy9gaj; osmo1jgnkjne6yf9u92e0al7qff2w2fpajxl6hd4rvu,cosmos1jgnkjne6yf9u92e0al7qff2w2fpajxl6lkxn6w,25.226110,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1vhver583m9gg8xzg8787cr64qw585ystjldrlv; osmo1vhver583m9gg8xzg8787cr64qw585ystvkagwz,cosmos1vhver583m9gg8xzg8787cr64qw585ystydwccs,25.007241,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1n2wdkzd0pjknjjxcnuqpjcj55t7cn93zmtpx8j,cosmos1n2wdkzd0pjknjjxcnuqpjcj55t7cn93zdezaqw,25.004719,
juno1df3m0qekz75xy5q8gygdfeln3flmec0gnh3f9x,cosmos1df3m0qekz75xy5q8gygdfeln3flmec0g99jjz6,25.000000,
juno1hcfvpspesanha08zch5yjgujjcj5mvlsac2z87,cosmos1hcfvpspesanha08zch5yjgujjcj5mvlst2feqz,25.000000,
